,title,track,country,paper_url
600,Towards Interpretable and Efficient Attention: Compressing All by Contracting a Few,main,China;,https://openreview.net/pdf?id=6SI1pvb5xl
601,HoPE: Hybrid of Position Embedding for Long Context Vision-Language Models,main,United States;;China,https://openreview.net/pdf?id=6TmLco2L2D
602,Inference of Whole Brain Electrophysiological Networks Through Multimodal Integration of Simultaneous Scalp and Intracranial EEG,main,United States,https://openreview.net/pdf?id=6UAeCPQPwP
603,H3D-DGS: Exploring Heterogeneous 3D Motion Representation for Deformable 3D Gaussian Splatting,main,China,https://openreview.net/pdf?id=6VoDizmIoY
604,LaViDa: A Large Diffusion Model for Vision-Language Understanding,main,United States;Japan;,https://openreview.net/pdf?id=6WnBITpnzD
605,Efficiently Verifiable Proofs of Data Attribution,main,United States;,https://openreview.net/pdf?id=6X5NGHe35l
606,ItDPDM: Information-Theoretic Discrete Poisson Diffusion Model,main,United States,https://openreview.net/pdf?id=6ZkcC9NmGU
607,RFMPose: Generative Category-level Object Pose Estimation via Riemannian Flow Matching,main,China;,https://openreview.net/pdf?id=6aaixHco6C
608,Revisiting End-to-End Learning with Slide-level Supervision in Computational Pathology,main,China;,https://openreview.net/pdf?id=6cB7DXAh1m
609,Vad-R1: Towards Video Anomaly Reasoning via Perception-to-Cognition Chain-of-Thought,main,China;,https://openreview.net/pdf?id=6eLlczxbrp
610,AION-1: Omnimodal Foundation Model for Astronomical Sciences,main,United States;France;United Kingdom;,https://openreview.net/pdf?id=6gJ2ZykQ5W
611,SubTrack++ : Gradient Subspace Tracking for Scalable LLM Training,main,Canada;Iran,https://openreview.net/pdf?id=6geRIdlFWJ
612,On Union-Closedness of Language Generation,main,United States;,https://openreview.net/pdf?id=6h7HLx1kbH
613,DISRetrieval: Harnessing Discourse Structure for Long Document Retrieval,main,China,https://openreview.net/pdf?id=6h9Q6MMqen
614,Spectral Convolutional Conditional Neural Process,main,United States;,https://openreview.net/pdf?id=6hidr8PJ8F
615,HoliTom: Holistic Token Merging for Fast Video Large Language Models,main,China;United States,https://openreview.net/pdf?id=6hvaQTKkpF
616,OpenCUA: Open Foundations for Computer-Use Agents,main,China;;United States;Canada,https://openreview.net/pdf?id=6iRZvJiC9Q
617,GUARDIAN: Safeguarding LLM Multi-Agent Collaborations with Temporal Graph Modeling,main,United Kingdom;China,https://openreview.net/pdf?id=6j9xJ9pBjm
618,Bi-Level Knowledge Transfer for Multi-Task Multi-Agent Reinforcement Learning,main,;China,https://openreview.net/pdf?id=6jKed3sx4f
619,Look-Ahead Reasoning on Learning Platforms,main,Australia;United States;Germany,https://openreview.net/pdf?id=6l3llg5ZeO
620,FedFACT: A Provable Framework for Controllable Group-Fairness Calibration in Federated Learning,main,China,https://openreview.net/pdf?id=6lCY5bLW8E
621,BMW: Bidirectionally Memory bank reWriting for Unsupervised Person Re-Identification,main,;China,https://openreview.net/pdf?id=6lxplXcCds
622,"Can NeRFs ""See"" without Cameras?",main,United States;,https://openreview.net/pdf?id=6nBg0uUxhO
623,QBasicVSR: Temporal Awareness Adaptation Quantization for Video Super-Resolution,main,China;,https://openreview.net/pdf?id=6oTJCnTkUA
624,Learning Chern Numbers of Multiband Topological Insulators with Gauge Equivariant Neural Networks,main,Sweden;United States;,https://openreview.net/pdf?id=6pjzFIyFBo
625,The Underappreciated Power of Vision Models for Graph Structural Understanding,main,China;Canada;United Kingdom;United States,https://openreview.net/pdf?id=6qBK9ePmtM
626,Unsupervised Federated Graph Learning,main,China;;Australia,https://openreview.net/pdf?id=6r2acwubHf
627,Delving into Large Language Models for Effective Time-Series Anomaly Detection,main,South Korea;,https://openreview.net/pdf?id=6rpy7X1Of8
628,Causal Sufficiency and Necessity Improves Chain-of-Thought Reasoning,main,China;United States;United Kingdom,https://openreview.net/pdf?id=6tOKqqiyWE
629,Enhancing Compositional Reasoning in CLIP via Reconstruction and Alignment of Text Descriptions,main,;South Korea;United States,https://openreview.net/pdf?id=6uKIm4bfEe
630,DualCnst: Enhancing Zero-Shot Out-of-Distribution Detection via Text-Image Consistency in Vision-Language Models,main,;China,https://openreview.net/pdf?id=6uwV6ytamU
631,From Counterfactuals to Trees: Competitive Analysis of Model Extraction Attacks,main,Canada,https://openreview.net/pdf?id=6vcgsrK6pN
632,Pareto-Optimal Energy Alignment for Designing Nature-Like Antibodies,main,United States;,https://openreview.net/pdf?id=6wbykApw7A
633,A Closer Look at Model Collapse: From a Generalization-to-Memorization Perspective,main,;United States,https://openreview.net/pdf?id=6xCcjYa97j
634,Manipulating 3D Molecules in a Fixed-Dimensional E(3)-Equivariant Latent Space,main,China;,https://openreview.net/pdf?id=6xL4MRFeJo
635,CoP: Agentic Red-teaming for Large Language Models using Composition of Principles,main,China;United States,https://openreview.net/pdf?id=6zfILEmD3u
636,Oracle-Efficient Combinatorial Semi-Bandits,main,;United Kingdom;South Korea,https://openreview.net/pdf?id=70wK1HKZPp
637,Covariances for Free: Exploiting Mean Distributions for Training-free Federated Learning,main,Spain;United Kingdom;Italy;;Poland,https://openreview.net/pdf?id=71e1UmCMQ9
638,Randomness Helps Rigor: A Probabilistic Learning Rate Scheduler Bridging Theory and Deep Learning Practice,main,India;,https://openreview.net/pdf?id=71jdC8ti5h
639,Hierarchical Shortest-Path Graph Kernel Network,main,China,https://openreview.net/pdf?id=721bDIvjen
640,VESSA: Video-based objEct-centric Self-Supervised Adaptation for Visual Foundation Models,main,Brazil;;United Kingdom,https://openreview.net/pdf?id=72CEG36B0Q
641,ThinkAct: Vision-Language-Action Reasoning via Reinforced Visual Latent Planning,main,China;;United States,https://openreview.net/pdf?id=72UR53jN7T
642,Distilled Decoding 2: One-step Sampling of Image Auto-regressive Models with Conditional Score Distillation,main,China;United States,https://openreview.net/pdf?id=73EcEGo6LQ
643,InvFusion: Bridging Supervised and Zero-shot Diffusion for Inverse Problems,main,United States;Israel;;South Korea,https://openreview.net/pdf?id=73guIWG7fk
644,Deep Continuous-Time State-Space Models for Marked Event Sequences,main,;United States,https://openreview.net/pdf?id=74SvE2GZwW
645,FedWMSAM: Fast and Flat Federated Learning via Weighted Momentum and Sharpness-Aware Minimization,main,China;Singapore,https://openreview.net/pdf?id=75JiIa0fU1
646,The Complexity of Symmetric Equilibria in Min-Max Optimization and Team Zero-Sum Games,main,United States,https://openreview.net/pdf?id=75LMvs1CjG
647,CoLT: The conditional localization test for assessing the accuracy of neural posterior estimates,main,United States;,https://openreview.net/pdf?id=761hggw1Wx
648,Understanding Parametric and Contextual Knowledge Reconciliation within Large Language Models,main,China;,https://openreview.net/pdf?id=76cFMRgEzQ
649,HeroFilter: Adaptive Spectral Graph Filter for Varying Heterophilic Relations,main,;United States,https://openreview.net/pdf?id=77Kw7b7EYb
650,DAPO : Improving Multi-Step Reasoning Abilities of Large Language Models with Direct Advantage-Based Policy Optimization,main,China;United States;,https://openreview.net/pdf?id=77eEDRhPkQ
651,DualOptim: Enhancing Efficacy and Stability in Machine Unlearning with Dual Optimizers,main,China,https://openreview.net/pdf?id=77zz0JTNjn
652,Towards Robust Parameter-Efficient Fine-Tuning for Federated Learning,main,China,https://openreview.net/pdf?id=790HoTFKUE
653,Tight Bounds for Answering Adaptively Chosen Concentrated Queries,main,Israel;United States,https://openreview.net/pdf?id=79GwCnXYej
654,Predictability Enables Parallelization of Nonlinear State Space Models,main,United States;,https://openreview.net/pdf?id=7AGXSlXcK6
655,BeliefMapNav: 3D Voxel-Based Belief Map for Zero-Shot Object Navigation,main,China;United States;,https://openreview.net/pdf?id=7AMriz7I3K
656,Dynamical Low-Rank Compression of Neural Networks with Robustness under Adversarial Attacks,main,United States,https://openreview.net/pdf?id=7AwFJzgIUW
657,SIFusion: A Unified Fusion Framework for Multi-granularity Arctic Sea Ice Forecasting,main,China;,https://openreview.net/pdf?id=7CADRzMLou
658,On Geometry-Enhanced Parameter-Efficient Fine-Tuning for 3D Scene Segmentation,main,Australia;,https://openreview.net/pdf?id=7Ck1qqojSL
659,Bandit and Delayed Feedback in Online Structured Prediction,main,Japan,https://openreview.net/pdf?id=7DDmAHXWmi
660,LLM Layers Immediately Correct Each Other,main,United States,https://openreview.net/pdf?id=7DY7kB8wyZ
661,Self-supervised Blending Structural Context of Visual Molecules for Robust Drug Interaction Prediction,main,China;,https://openreview.net/pdf?id=7DyKKOU6HR
662,Trajectory Bellman Residual Minimization: A Simple Value-Based Method for LLM Reasoning,main,United States,https://openreview.net/pdf?id=7Eh2SK6Mo7
663,PANGEA: Projection-Based Augmentation with Non-Relevant General Data for Enhanced Domain Adaptation in LLMs,main,;South Korea,https://openreview.net/pdf?id=7EjdHkOwc4
664,Functional Matching of Logic Subgraphs: Beyond Structural Isomorphism,main,China,https://openreview.net/pdf?id=7F61opnmRi
665,FrameShield: Adversarially Robust Video Anomaly Detection,main,Iran;Türkiye;Japan,https://openreview.net/pdf?id=7FLKzOqsKd
666,A Closer Look at Graph Transformers: Cross-Aggregation and Beyond,main,China;,https://openreview.net/pdf?id=7FhWZFoVem
667,Learning Robust Vision-Language Models from Natural Latent Spaces,main,New Zealand,https://openreview.net/pdf?id=7G9YKty2UZ
668,New Perspectives on the Polyak Stepsize: Surrogate Functions and Negative Results,main,Saudi Arabia;Canada,https://openreview.net/pdf?id=7GwcxPIkip
669,Coloring Learning for Heterophilic Graph Representation,main,United States;,https://openreview.net/pdf?id=7HVADbW8fh
670,LOMIA: Label-Only Membership Inference Attacks against Pre-trained Large Vision-Language Models,main,China;,https://openreview.net/pdf?id=7JjS2cdBYN
671,FlashBias: Fast Computation of Attention with Bias,main,China;United States;,https://openreview.net/pdf?id=7L4NvUtZY3
672,WebThinker: Empowering Large Reasoning Models with Deep Research Capability,main,;China,https://openreview.net/pdf?id=7LKKHBAMzH
673,Better Training Data Attribution via Better Inverse Hessian-Vector Products,main,Canada;Germany;United States,https://openreview.net/pdf?id=7LTTzYXyJ1
674,GauSAM: Contour‑Guided 2D Gaussian Fields for Multi‑Scale Medical Image Segmentation with Segment Anything,main,China,https://openreview.net/pdf?id=7LulWI9QJy
675,Infinite Neural Operators: Gaussian processes on functions,main,;United Kingdom;Brazil,https://openreview.net/pdf?id=7M9JGaoAeC
676,Accident Anticipation via Temporal Occurrence Prediction,main,China;,https://openreview.net/pdf?id=7N6pJb16sh
677,Instance-Level Composed Image Retrieval,main,Czech Republic;Greece;Austria,https://openreview.net/pdf?id=7NEP4jGKwA
678,Root Cause Analysis of Outliers with Missing Structural Knowledge,main,United Kingdom;Germany;,https://openreview.net/pdf?id=7Nxq4RQApu
679,On the Loss of Context Awareness in General Instruction Fine-tuning,main,United States,https://openreview.net/pdf?id=7OdU0LYXLr
680,Aha! - Predicting What Matters Next: Online Highlight Detection Without Looking Ahead,main,United States;,https://openreview.net/pdf?id=7PP2yyeDv6
681,Omni-R1: Reinforcement Learning for Omnimodal Reasoning via Two-System Collaboration,main,China;,https://openreview.net/pdf?id=7Q1ApHpX31
682,Faster Algorithms for Structured John Ellipsoid Computation,main,United States;,https://openreview.net/pdf?id=7RErGDbO6K
683,SYMPHONY: Synergistic Multi-agent Planning with Heterogeneous Language Model Assembly,main,;China,https://openreview.net/pdf?id=7Spt8cAJq0
684,Sound Logical Explanations for Mean Aggregation Graph Neural Networks,main,United Kingdom,https://openreview.net/pdf?id=7TY89cqLfE
685,Beyond Components: Singular Vector-Based Interpretability of Transformer Circuits,main,;India,https://openreview.net/pdf?id=7UbXEQNny7
686,PanoWan: Lifting Diffusion Video Generation Models to 360$^\circ$ with Latitude/Longitude-aware Mechanisms,main,China;,https://openreview.net/pdf?id=7VLxvVEtHh
687,Show-o2: Improved Native Unified Multimodal Models,main,Singapore;China;,https://openreview.net/pdf?id=7VMg7Jb7AL
688,Optimal Rates for Generalization of Gradient Descent for Deep ReLU Classification,main,China;Australia,https://openreview.net/pdf?id=7VN0iICXZj
689,The Rise of Parameter Specialization for Knowledge Storage in Large Language Models,main,United States;China;Singapore;,https://openreview.net/pdf?id=7VkFMKBVVp
690,Discovering Symbolic Differential Equations with Symmetry Invariants,main,United States,https://openreview.net/pdf?id=7WfubT4dwK
691,HIDISC: A Hyperbolic Framework for Domain Generalization with Generalized Category Discovery,main,India;United States,https://openreview.net/pdf?id=7WgYEIOLdv
692,Smoothed Differentiation Efficiently Mitigates Shattered Gradients in Explanations,main,Germany;United States;South Korea,https://openreview.net/pdf?id=7YKbyBb0kF
693,MigGPT: Harnessing Large Language Models for Automated Migration of Out-of-Tree Linux Kernel Patches Across Versions,main,;China,https://openreview.net/pdf?id=7Z25QbOv4a
694,FocalCodec: Low-Bitrate Speech Coding via Focal Modulation Networks,main,Canada;Italy;United States,https://openreview.net/pdf?id=7Z3wQSu3mH
695,d1: Scaling Reasoning in Diffusion Large Language Models via Reinforcement Learning,main,United States,https://openreview.net/pdf?id=7ZVRlBFuEv
696,EA3D: Online Open-World 3D Object Extraction from Streaming Videos,main,China;United Kingdom;United States,https://openreview.net/pdf?id=7aDKD8RBUw
697,Fira: Can We Achieve Full-rank Training of LLMs Under Low-rank Constraint?,main,China;,https://openreview.net/pdf?id=7aSBAw7tJf
698,Real-World Adverse Weather Image Restoration via Dual-Level Reinforcement Learning with High-Quality Cold Start,main,;China,https://openreview.net/pdf?id=7aYBgYDFhh
699,Price of Parsimony: Complexity of Fourier Sparsity Testing,main,India,https://openreview.net/pdf?id=7bCPXHq8xV
700,Learning Counterfactual Outcomes Under Rank Preservation,main,China;;United States;United Arab Emirates,https://openreview.net/pdf?id=7bEPq5MAQi
701,COS3D: Collaborative Open-Vocabulary 3D Segmentation,main,China;United States;;Australia,https://openreview.net/pdf?id=7bP1wHsJgR
702,Composite Flow Matching for Reinforcement Learning with Shifted-Dynamics Data,main,United States;China,https://openreview.net/pdf?id=7cPDOBWTbM
703,Test Time Scaling for Neural Processes,main,South Korea;United States;,https://openreview.net/pdf?id=7cirmREfbc
704,Curly Flow Matching for Learning Non-gradient Field Dynamics,main,;United Kingdom;United States;Canada,https://openreview.net/pdf?id=7cqKVDgFZQ
705,Positional Fragility in LLMs: How Offset Effects Reshape Our Understanding of Memorization Risks,main,Switzerland,https://openreview.net/pdf?id=7dBPm5c5ue
706,Democratizing Clinical Risk Prediction with Cross-Cohort Cross-Modal Knowledge Transfer,main,United States,https://openreview.net/pdf?id=7dJfwHG3GN
707,Query-Aware Subgraph Packing: A Knapsack Optimization Paradigm for Graph Retrieval-Augmented Generation,main,;China,https://openreview.net/pdf?id=7fZNTLuStL
708,Flick: Empowering Federated Learning with Commonsense Knowledge,main,Netherlands;United Kingdom;United States,https://openreview.net/pdf?id=7ieS4EYKnB
709,OpenBox: Annotate Any Bounding Boxes in 3D,main,South Korea,https://openreview.net/pdf?id=7ieZWCc7rB
710,MDReID: Modality-Decoupled Learning for Any-to-Any Multi-Modal Object Re-Identification,main,United States;China;Singapore;,https://openreview.net/pdf?id=7jg26Fd1ra
711,CIDD: Collaborative Intelligence for Structure-Based Drug Design Empowered by LLMs,main,China;United Arab Emirates,https://openreview.net/pdf?id=7k7cubl1iL
712,Discovering Important Experts for Mixture-of-Experts Models Pruning Through a Theoretical Perspective,main,;China,https://openreview.net/pdf?id=7kQjbCQwtT
713,Dynamic Semantic-Aware Correlation Modeling for UAV Tracking,main,Singapore;China,https://openreview.net/pdf?id=7lLnWh0otf
714,Mitigating Hallucination in VideoLLMs via Temporal-Aware Activation Engineering,main,China;,https://openreview.net/pdf?id=7mTECPRtll
715,MR. Video: MapReduce as an Effective Principle for Long Video Understanding,main,United States,https://openreview.net/pdf?id=7n2Kv5BUz2
716,Guard Me If You Know Me: Protecting Specific Face-Identity from Deepfakes,main,China;,https://openreview.net/pdf?id=7nTWoceJGK
717,PropMEND: Hypernetworks for Knowledge Propagation in LLMs,main,;United States,https://openreview.net/pdf?id=7pEVq8yN3U
718,What Makes a Reward Model a Good Teacher? An Optimization Perspective,main,United States,https://openreview.net/pdf?id=7pufO0SJAC
719,Degrees of Freedom for Linear Attention: Distilling Softmax Attention with Optimal Feature Efficiency,main,Japan,https://openreview.net/pdf?id=7qq1UeCYL6
720,Escaping saddle points without Lipschitz smoothness: the power of nonlinear preconditioning,main,Belgium,https://openreview.net/pdf?id=7qrhHzZpTA
721,Differentially Private Gomory-Hu Trees,main,Denmark;;United States,https://openreview.net/pdf?id=7rBeyE4nie
722,Graph Your Own Prompt,main,Australia;,https://openreview.net/pdf?id=7tXGIbrIA5
723,KINDLE: Knowledge-Guided Distillation for Prior-Free Gene Regulatory Network Inference,main,China;United States;,https://openreview.net/pdf?id=7tmVW6ZMmU
724,Unified Reinforcement and Imitation Learning for Vision-Language Models,main,United States;South Korea;;China,https://openreview.net/pdf?id=7wEvjzkNXg
725,AlphaFold Database Debiasing for Robust Inverse Folding,main,China;,https://openreview.net/pdf?id=7wdi1LaocD
726,Miss-ReID: Delivering Robust Multi-Modality Object Re-Identification Despite Missing Modalities,main,China,https://openreview.net/pdf?id=7x5X6gTCUH
727,BrainODE: Neural Shape Dynamics for Age- and Disease-aware Brain Trajectories,main,;South Korea;United Kingdom,https://openreview.net/pdf?id=7yOl9qiLWd
728,InstructSAM: A Training-free Framework for Instruction-Oriented Remote Sensing Object Recognition,main,China;;Australia,https://openreview.net/pdf?id=7yRwAEWxto
729,Solver-Informed RL: Grounding Large Language Models for Authentic Optimization Modeling,main,;China,https://openreview.net/pdf?id=80L235oVBe
730,FRN: Fractal-Based Recursive Spectral Reconstruction Network,main,China;,https://openreview.net/pdf?id=812rmogRgf
731,Pretraining a Shared Q-Network for Data-Efficient Offline Reinforcement Learning,main,South Korea,https://openreview.net/pdf?id=82r0lqYIWg
732,Unbiased Sliced Wasserstein Kernels for High-Quality Audio Captioning,main,Australia;United States;,https://openreview.net/pdf?id=83HlJrZigZ
733,CoreGuard: Safeguarding Foundational Capabilities of LLMs Against Model Stealing in Edge Deployment,main,China;,https://openreview.net/pdf?id=84dnGT4ajt
734,"Understanding LLM Behaviors via Compression: Data Generation, Knowledge Acquisition and Scaling Laws",main,;China,https://openreview.net/pdf?id=853SwC2dMZ
735,A Cautionary Tale on Integrating Studies with Disparate Outcome Measures for Causal Inference,main,;United States,https://openreview.net/pdf?id=867TaCMfCj
736,CORE: Collaborative Optimization with Reinforcement Learning and Evolutionary Algorithm for Floorplanning,main,China;Canada;,https://openreview.net/pdf?id=86IvZmY26S
737,Counterfactual Reasoning for Steerable Pluralistic Value Alignment of Large Language Models,main,China;United States,https://openreview.net/pdf?id=86b23oNkg9
738,VideoTitans: Scalable Video Prediction with Integrated Short- and Long-term Memory,main,South Korea;,https://openreview.net/pdf?id=86enCXORIV
739,LoMix: Learnable Weighted Multi-Scale Logits Mixing for Medical Image Segmentation,main,United States,https://openreview.net/pdf?id=87c2JwNJa0
740,Near-Optimal Regret-Queue Length Tradeoff in Online Learning for Two-Sided Markets,main,United States;France,https://openreview.net/pdf?id=88IP02bmrg
741,Feature-aware Modulation for Learning from Temporal Tabular Data,main,China,https://openreview.net/pdf?id=88MXvVn5dl
742,Reasoning Path Compression: Compressing Generation Trajectories for Efficient LLM Reasoning,main,South Korea;,https://openreview.net/pdf?id=894Yo61h1P
743,Lattice Boltzmann Model for Learning Real-World Pixel Dynamicity,main,China;,https://openreview.net/pdf?id=89ZIautowR
744,Switchable Token-Specific Codebook Quantization For Face Image Compression,main,China;,https://openreview.net/pdf?id=8AtYSW3VdX
745,Tail-Optimized Caching for LLM Inference,main,United States,https://openreview.net/pdf?id=8C8F4NmHfz
746,MINGLE: Mixture of Null-Space Gated Low-Rank Experts for Test-Time Continual Model Merging,main,China;,https://openreview.net/pdf?id=8DCyv8x58O
747,Neural SDEs as a Unified Approach to Continuous-Domain Sequence Modeling,main,;United States,https://openreview.net/pdf?id=8EWo0gX5TW
748,InstaInpaint: Instant 3D-Scene Inpainting with Masked Large Reconstruction Model,main,China;;United States;Singapore;United Kingdom,https://openreview.net/pdf?id=8EhH3A9hoP
749,Adaptive Batch-Wise Sample Scheduling for Direct Preference Optimization,main,China;,https://openreview.net/pdf?id=8FN25PlktS
750,SECA: Semantically Equivalent and Coherent Attacks for Eliciting LLM Hallucinations,main,United States,https://openreview.net/pdf?id=8Flpo0zaaO
751,Titans: Learning to Memorize at Test Time,main,United States,https://openreview.net/pdf?id=8GjSf9Rh7Z
752,LILO: Learning to Reason at the Frontier of Learnability,main,United Kingdom;,https://openreview.net/pdf?id=8HYeWMf0W3
753,FOCUS: Internal MLLM Representations for Efficient Fine-Grained Visual Question Answering,main,Germany;,https://openreview.net/pdf?id=8I1XNt70lj
754,Beyond Node-Centric Modeling: Sketching Signed Networks with Simplicial Complexes,main,China;;Australia,https://openreview.net/pdf?id=8I5ENDN5ux
755,Short-length Adversarial Training Helps LLMs Defend Long-length Jailbreak Attacks: Theoretical and Empirical Evidence,main,China;Saudi Arabia;;Japan;New Zealand,https://openreview.net/pdf?id=8JLpE8YnjD
756,Are Greedy Task Orderings Better Than Random in Continual Linear Regression?,main,Israel;United States,https://openreview.net/pdf?id=8JdPqAMpi4
757,SNAP: Low-Latency Test-Time Adaptation with Sparse Updates,main,South Korea,https://openreview.net/pdf?id=8JwMjKDppz
758,"Latent Zoning Network: A Unified Principle for Generative Modeling, Representation Learning, and Classification",main,United States;China;United Kingdom,https://openreview.net/pdf?id=8KuKSKLott
759,Probabilistic Token Alignment for Large Language Model Fusion,main,United States;China;,https://openreview.net/pdf?id=8LMwwt8E2s
760,Enhancing LLM Planning for Robotics Manipulation through Hierarchical Procedural Knowledge Graphs,main,;China,https://openreview.net/pdf?id=8LO0vLRXpz
761,"VisDiff: SDF-Guided Polygon Generation for Visibility Reconstruction, Characterization and Recognition",main,United States,https://openreview.net/pdf?id=8M9T7Nl454
762,Rebalancing Contrastive Alignment with Bottlenecked Semantic Increments in Text-Video Retrieval,main,China;,https://openreview.net/pdf?id=8MBEvClECb
763,Masked Diffusion Models as Energy Minimization,main,China,https://openreview.net/pdf?id=8MHTtHZRFL
764,Differentiable Sparsity via $D$-Gating: Simple and Versatile Structured Penalization,main,;Germany,https://openreview.net/pdf?id=8OGTkEJrmb
765,RSAVQ: Riemannian Sensitivity-Aware Vector Quantization for Large Language Models,main,;United States;China,https://openreview.net/pdf?id=8Ounc8L4F7
766,Why Popular MOEAs are Popular: Proven Advantages in Approximating the Pareto Front,main,China;France,https://openreview.net/pdf?id=8OvST1bejm
767,A Clean Slate for Offline Reinforcement Learning,main,United Kingdom;United States,https://openreview.net/pdf?id=8P3QNSckMp
768,Continual Optimization with Symmetry Teleportation for Multi-Task Learning,main,Singapore;China,https://openreview.net/pdf?id=8P5MUySaqi
769,Faster Generic Identification in Tree-Shaped Structural Causal Models,main,,https://openreview.net/pdf?id=8PHOPPH35D
770,VITA-1.5: Towards GPT-4o Level Real-Time Vision and Speech Interaction,main,China;;United States,https://openreview.net/pdf?id=8PUzLga3lU
771,Lower-level Duality Based Penalty Methods for Bilevel Hyperparameter Optimization,main,China,https://openreview.net/pdf?id=8PwzKFIU9b
772,Heterogeneous Adversarial Play in Interactive Environments,main,China;,https://openreview.net/pdf?id=8Q4xTf2SYC
773,Beyond Self‑Attention: A Subquadratic Fourier‑Wavelet Transformer with Multi‑Modal Fusion,main,United States,https://openreview.net/pdf?id=8QJjRy8Jwl
774,Representation Consistency for Accurate and Coherent LLM Answer Aggregation,main,United States;United Kingdom;France;,https://openreview.net/pdf?id=8RMs5San6e
775,Bounds on the computational complexity of neurons due to dendritic morphology,main,United States,https://openreview.net/pdf?id=8ROJA0ty0V
776,Revisiting 1-peer exponential graph for enhancing decentralized learning efficiency,main,Japan;United Kingdom;United States;New Zealand,https://openreview.net/pdf?id=8UMlKkCrNj
777,HEIR: Learning Graph-Based Motion Hierarchies,main,United States;;Sweden,https://openreview.net/pdf?id=8VkTkb6WL6
778,Contextual Dynamic Pricing with Heterogeneous Buyers,main,United States;Switzerland,https://openreview.net/pdf?id=8Vy1x9IO0Z
779,HybridVLA: Collaborative Autoregression and Diffusion in a Unified Vision-Language-Action Model,main,China;,https://openreview.net/pdf?id=8VyjwyLuSl
780,Spike-RetinexFormer: Rethinking Low-light Image Enhancement with Spiking Neural Networks,main,China,https://openreview.net/pdf?id=8W8SRZIpJP
781,Neural Collapse is Globally Optimal in Deep Regularized ResNets and Transformers,main,;Austria,https://openreview.net/pdf?id=8WKOk4U9R4
782,Higher-Order Causal Structure Learning with Additive Models,main,;United States;United Arab Emirates,https://openreview.net/pdf?id=8WP2NgiRUV
783,Reward-Aware Proto-Representations in Reinforcement Learning,main,Canada,https://openreview.net/pdf?id=8WdkG7g6Az
784,Neural Tangent Knowledge Distillation for Optical Convolutional Networks,main,;United States,https://openreview.net/pdf?id=8XVlFz3peB
785,Detecting High-Stakes Interactions with Activation Probes,main,;United States;United Kingdom;Canada,https://openreview.net/pdf?id=8YniJnJQ0P
786,JAMUN: Bridging Smoothed Molecular Dynamics and Score-Based Learning for Conformational Ensemble Generation,main,United States,https://openreview.net/pdf?id=8Z3KnaYtw9
787,AdaMSS: Adaptive Multi-Subspace Approach for Parameter-Efficient Fine-Tuning,main,Canada;United States;China;,https://openreview.net/pdf?id=8ZdWmpYxT0
788,Inference-Time Hyper-Scaling with KV Cache Compression,main,United States;;United Kingdom,https://openreview.net/pdf?id=8ZiElzQxf1
789,Cue3D: Quantifying the Role of Image Cues in Single-Image 3D Generation,main,United States;,https://openreview.net/pdf?id=8a9bAZFeIu
790,VaMP: Variational Multi-Modal Prompt Learning for Vision-Language Models,main,China,https://openreview.net/pdf?id=8an1xVyKxS
791,Better NTK Conditioning: A Free Lunch from (ReLU) Nonlinear Activation in Wide Neural Networks,main,United States,https://openreview.net/pdf?id=8dTBydCMSr
792,SegGraph: Leveraging Graphs of SAM Segments for Few-Shot 3D Part Segmentation,main,China;,https://openreview.net/pdf?id=8e5SJJ1cjY
793,ADG: Ambient Diffusion-Guided Dataset Recovery for Corruption-Robust Offline Reinforcement Learning,main,China;;United States,https://openreview.net/pdf?id=8fECf5YbJY
794,Certifying Concavity and Monotonicity in Games via Sum-of-Squares Hierarchies,main,United States;Singapore,https://openreview.net/pdf?id=8ftsTxZOLQ
795,Heterogeneous Diffusion Structure Inference for Network Cascade,main,United States,https://openreview.net/pdf?id=8gr3laSo3P
796,Variational Inference with Mixtures of Isotropic Gaussians,main,;France,https://openreview.net/pdf?id=8gsAg9TqhK
797,PIVNO: Particle Image Velocimetry Neural Operator,main,China,https://openreview.net/pdf?id=8hahZ1h9CG
798,MAE-Pure: Semantic-Preserving Adversarial Purification,main,;United States;China,https://openreview.net/pdf?id=8mFVIRTr7I
799,Traversal Verification for Speculative Tree Decoding,main,China;,https://openreview.net/pdf?id=8nOMhDFpkU
800,UFO: A Unified Approach to Fine-grained Visual Perception via Open-ended Language Interface,main,China;,https://openreview.net/pdf?id=8omLr8BtjL
801,Transferring Causal Effects using Proxies,main,Switzerland;,https://openreview.net/pdf?id=8owMKkQIy0
802,CryptoMoE: Privacy-Preserving and Scalable Mixture of Experts Inference via Balanced Expert Routing,main,China,https://openreview.net/pdf?id=8pEqukyGrj
803,TF-MAS: Training-free Mamba2 Architecture Search,main,China,https://openreview.net/pdf?id=8q2kReYRDn
804,Gaze Beyond the Frame: Forecasting Egocentric 3D Visual Span,main,South Korea;United States;,https://openreview.net/pdf?id=8rKSfL3GsK
805,Iterative Foundation Model Fine-Tuning on Multiple Rewards,main,;United States,https://openreview.net/pdf?id=8s0qknrCVK
806,RoPECraft: Training-Free Motion Transfer with Trajectory-Guided RoPE Optimization on Diffusion Transformers,main,Türkiye;Switzerland;United States,https://openreview.net/pdf?id=8t89BYV781
807,INST-IT: Boosting Instance Understanding via Explicit Visual Prompt Instruction Tuning,main,China,https://openreview.net/pdf?id=8tetkBNSWZ
